Date,Stars,Comment,Sentiment
03/01/2019,1,i have used uber to get to and from places and generally have never had any issues during certain nights events or holidays they as well as other companies are known to increase the price of transport for example the general price to and from my house to downtown is 18 but they increased the price to 30 on new years of 20172018 that was annoying because they knew that many people would be vulnerable at 23 am and willing to pay that amount to get home it was frustrating but doable especially if you were lucky enough to find a buddy to split it with however this new years 20182019 uber began adding surge charges in the beginning of events thus i was charged about 30 to get to the event and then they had the audacity to increase the surge charge to 98 for the return trip 98 almost 100 to be driven 15 to 20 min away that is beyond ridiculous ,worst
03/01/2019,1,uber charged me twice for the same ride and then told me one of my friends or my family must have used my charge account to book the second ride to the same place on the same day and they even added a tip for the driver of the ride i did not takeubers advertisement that you can now call uber for customer service is a bald faced lie there is no phone number and no customer service by phone whatsoeverubers business model is based on lies dishonesty and illegal behavior as anyone who follows current news can see,worst
01/01/2019,1,1st trip on 31 december 2018  1630  trip number 2nd trip on 1 january 2019  0300  trip number 1st trip from home at 7  street winchester hills to  mount street bryanston driver xolani passengers two cost of trip  r275 trip cost was shown before accepting the uber ride 2nd trip from  mount street bryanston driver peter passengers two cost of trip charged twice 1st charge r86300 2nd charge r8650 15 minutes after arriving home the r86300 was reversed trip cost was not shown before accepting the uber ride,worst
31/12/2018,1,i also went back to driving uber after losing my job all my information was updated and on 1226 i received a 200 direct deposit what i earn was 10831 im still waiting i havent drove battery is dead in my car and i have not been able to pay my phone bill the third party customer service those people have no clue theyre rude and honestly theyre stealing our money i am really disappointed in uber my situation has gotten worse waiting for my money,worst
30/12/2018,1,i recently started driving with uber again and its only been a month but somehow 4 times that i tried to do instant pay it fails smh and when i calls driver support they tries to blame everyone but their selves and this last time it failed ive been waiting a week and still havent been paid if youre thinking about driving for uber i wouldnt they dont care about the inconvenience of not paying you after you worked hard for them and they are very unprofessional,worst
30/12/2018,2,uber is a great business idea in theory employ ambitious people willing to provide a cheap taxi service using their own vehicles for those brave souls willing to get into a strangers messy car with the expectation of getting to their destination alive and in one piece for an agreeable price less costly than a limo and far better than collecting returnable cans and bottles from the roadside for those seeking easy cash income winwin right not so fast without delving into the obvious the possibility of slipping into the back seat of a serial killer or the rolling annex of a hoarders hovel allow me to address the drivers here who have only recently been permitted to receive and expect a tip from their passengers in addition to their 70 share of the cost of an uber ride from their yes brave fares,worst
29/12/2018,1,if anything goes wrong with the instant payment option you have to have your bank account linked or you cant get paid so if you dont have enough a bank account youre screwed and will not be paid their support told me this im writing a review and reporting them,worst
28/12/2018,1,ordered food through ubereats driver ran away with food uber charges me for the food anyway stating thats their policy contacting customer service certifies that there isnt a concept of service the agents only correspond via email and have kept on sending generic comments without attempting to understand what may have happened every correspondence is abruptly closed without any resolution when i posted a review on the google play store the company immediately responds that i can contact them for assistance when i did that the same circus started again this is the worst customer service by any standard,worst
28/12/2018,1,their system of uber cash cash to not allow partial payment for rides is atrocious this is simply a way for them to keep our cash and use it for their own interest bearing bank account nothing against the drivers but the company tactics are,worst
26/12/2018,1,on tuesday december 24 2018 at about 537 am i opened the uber app on my tablet and immediately confirmed a pick for 1392 pool the car came by at about 539540 am slowed down as i was approaching sped off about a block slowed down again and did a uturn to the opposite side of the street all this time i began running after it i caught it at the stop light opened the door and got in he claimed he did not see me coming after him this was strange the street was empty early morning and with my hands waving i was unseen god bless there was the stop light that have him came to a complete stop,worst
24/12/2018,4,so apart from some miscommunications with my captains a couple of times it has always been a fair bit of help wonder if they can work up their discount game a little more great vehicles most of the times though all in all a yes for me,best
23/12/2018,1,tried to register on the website to get a trip to the airport the website needs to be revamped so its user friendly and does not take your valuable time away i used the super shuttle instead after dealing with the bad website not sure why it cant be a little easier to book a trip with a car this is ridiculous,worst
22/12/2018,1,my daughter used uber services to take a ride to her destination in philadelphia after exiting the car and crossing the street the uber driver hit her with the car knocking her to the ground once she got up the uber driver returned to her car and drove away leaving my daughter standing at the curb unacceptable highly recommend not using over services only reason i am giving this one star is because it will not let me proceed with this comment without giving it at least 1 star,worst
22/12/2018,1,i let bygones be bygones and move on with life,worst
22/12/2018,1,i scheduled a driver for three hours away for when i needed to go to the airport one showed up immediately and then charged me a cancellation fee for not being packed uber said they would cancel it but they only gave me a credit toward a future ride they refused to refund it as any ethical company would do so they made a big profit of 6 on the deal because i do not deal with unethical companies lyft is just fine,worst
20/12/2018,1,ive spent hours trying to register on the app the support team hasnt been helpful at this point i want compensation for the time invested in it but of course these cheapskates wont pay out unless forced to,worst
20/12/2018,1,ive wasted several hours of my time trying to register for this app its a scam the support desk is completely incompetent too,worst
19/12/2018,1,i set up an uber account in june 2018 for a trip scheduled to seattle i used the train system instead of uber however someone had used my account several times in foreign countries and edited my personal account ive tried several times to reach someone to cancelrefund my account but keep get redirected to use the âhelpâ link within my account im unable to communicate through the help link because the person whose edited my account has access to it its crazy ive sent a message through âget human servicesâ for uber to contact me immediately and provided my cell last week  still no followup uber has no customer services value and clearly shows it im appalled at their lack of services that get so much national exposuremarketing all i want is to have safety of my personal information and stop others from using it be aware of your potential risks before signing up,worst
19/12/2018,1,i paid cash on 1121 thanksgiving eve because i was travelling overseas and did not want to use any money from my account as i had bills planned ahead while i was away so i took an uber to jfk that day and it went well then about two weeks later on 128 i returned and again took an uber from jfk to my home and still paid cash only to look in my bank account two days later and found uber had charged me twice both journeys they refunded me some of it and they are still holding my money i went back and forth with them via fb messenger because of course you can never call them since they dont reveal their phone numbers to customers i am still waiting for them to honor their word and save their reputation i will continue to complain until they return my full amount,worst
18/12/2018,1,this complaint is as much for uber as it is its insurance company the james river insurance company i was hit by an uber driver on august 25th 2018 in connecticut while riding on my motorcycle although i suffered many injuries i am alive and am grateful for that what i am not grateful for is ubers insurance company that still has not settled on a fair price for my totaled motorcycle i had a lot taken from me that night and have had zero compassion from the insurance company that represents uber drivers i have made numerous phone calls and emails to james river insurance company without return calls or emails its now going on five months with no agreement on a settlement and that is appalling i will be publishing more news about uber and james river insurance company on this site and others in the upcoming days my goal will be to spread awareness about unfair practices that are being used by both companies,worst
18/12/2018,1,i took a ride on sunday evening and didnt touch alcohol that night absolutely no incident happened inside the car that night today i am being charged 150 for a cleaning service drivers are scamming customers making up stories so they can get extra cash uber should be ashamed of the service that they have been providing its very unethical and embarrassing for the company to keep people like that,worst
18/12/2018,1,uber has no method for allowing users to establish accounts with phone numbers that do not receive sms messages as a result none of the apps i downloaded will work and i cannot request rides their helpdesk has not responded to me with any useful information,worst
18/12/2018,1,they charged me a 125 transaction fee for a trip that costs 500 how is that even possible this is a scam i took a ride less than a mile and this is what i was charged its unbelievable i was way overcharged its fraud,worst
18/12/2018,1,suddenly uber is adding an extra 250 to your ride they call it a surcharge and when you complain try to explain that perhaps the driver paid a toll even if the driver arrived within 2 minutes literally of your call they are doing nothing more than taking more money and offering nothing in exchange they want as much of your money as they can get their hands on beware theyll call it any name they can think of tolls not surcharge definitely more money in the uber coffers rider beware,worst
16/12/2018,1,i requested a driver to take me about 25 miles the stated fare was 4207reasonable for the long distance and i have a pass which discounts the trip afterwards i watched on the app as the assigned car drove around about 3 miles awaythen received a request to rate my trip all within about 5 min of requesting the 25 mile trip i figured the driver must have cancelled or something and requested a new trip the second driver came and drove me to the requested destination same distance same stated fare no problem i noticed later that i had been charged for both trips though i know mistakes happen so just messaged uber to request that they refund the trip that did not occur ,worst
15/12/2018,1,when i scheduled uber to pick me up at 6am and take me to the airport the instructions i received stated that the driver would arrive between 6 and 610 and i would be charged every minute i was late the driver arrived at 6am i walk out at 605 only to find that the driver left luckily i had a car and there was enough time to drive to the airport and park my car otherwise i wouldve have missed my flight,worst
14/12/2018,1,i have been riding uber premier cars for the past 2years in various indian cities what i have seen is that the 100 of indian uber drivers as all the other taxi drivers in the country do not close their windows and use airconditioning or heater in winter when they are not on a trip with their riders the uber drivers thus maintain a filthy interior with dusts of all kinds on all the cars along with mosquitoes freely roaming inside the cars ,worst
14/12/2018,1,i scheduled my ride 3 days ago for friday night to go to an event that cost me 450  the ride never showed so i scheduled another ride  confirmed it and another no show  i ended up driving myself and being late  inexcusable,worst
11/12/2018,1,ive been waiting a week for a check from them i have auto payment for my bills and got charged 70 from the bank because i didnt have the money in there for them i called and was told it was a âglitchâ it shouldnt take more than a week to fix asked to talk to a supervisor and got completely blown off terrible company to work with,worst
11/12/2018,1,uber uses every trick they can to get you out of every penny its sicking the customer service suck or lack thereof the company doesnt even have a number for the riders to call i was charged for two different rides that i never took this was three days ago and i still have not heard from uber this company needs to be checked our country has checks and balances just for scam companies just like this,worst
11/12/2018,1,my ride canceled itself within like 2 seconds of booking it three times in a row and got charged every time this happened before and i let it slide but it happened three times in a row again money is being stolen here and help is useless very hard to navigate the help page and no contact email or phone thieves going on to their competition now should of done it long time ago,worst
10/12/2018,1,recently bought an uber with a few friends in grand rapids mi once we got in his car he refused to drive us anywhere unless we gave him extra cash my friend refused to let us give cash because she recently had been in another uber in new york city who demanded extra cash and then kicked her out of his car never riding uber again,worst
09/12/2018,1,if your sondaughter uses uber  beware my son recently used uber and was charged a 150 cleaning fee the driver submitted pictures taken from someone elses ride and claimed the mess was made by him and his girlfriend he contacted uber to refute these charges and told them to check the date and time on the picture uber said they didnt have that information apparently they believe whatever their drivers tell them he went back and forth with uber finally i sent an email and told them the driver would have that info and we would seek legal counsel if necessary they soon refunded his money on a google search i found out many uber drivers do this they often set up their car to show a mess use the same pictures over and over again and even have a bank of messy car pictures they submit my advice  take pictures of the inside of the car before you leave,worst
09/12/2018,1,it always shows as 5 min for arrival before booking the cab as soon you i book the cab it takes 1520 mins for the arrival it still shows 12 mins arrival you will not get to cancel the ride even because they charge cancellation fee for that always it has been a worst experience,worst
08/12/2018,1,no show never again airport uber booked for 0815 0810 driver cancelled 0815 booked another 0840 driver phoned  cant find the address 0850 driver cancelled 0855 panicking tried again 0915 uber arrived not mine driver said would cancel client and take me for 30 euros,worst
07/12/2018,1,buyer beware do not buy an uber gift card i received one as a gift and tried to use it to take a trip with uber the card did not work i have sent 25 requests to uber customer service and have been told 25 times that uber cannot apply gift cards to rides and they do not issue refunds please do not buy an uber gift card uber customer service does not help with gift card issues the only way to contact uber customer service is through the app they do not have a phone number,worst
07/12/2018,1,i needed to grab a ride in pouring rain for 34 blocks id been given a code for discount ride that was never credited then found another charge of 40 on my card when i made a complaint their answer was i had made a mess requiring cleaning first off there is no way id made a mess with 1 small bag and just sitting there and if i got seat wet well its pouring rain i could of gotten entire car cleaned for that much im handicapped and on a fixed income this extra fee causes a hardship and actually takes food from my table ive used this company for years and have had good and bad but this is robbing me and taking advantage of a trust with my bank info company cannot be trusted,worst
06/12/2018,1,i schedule two ubers for a trip to the airport for a group of 6 the first uber arrived and took half of the group the second uber was late as per their policy i was credited 10 for being late i could see the uber coming up the street then turn around and cancel us he said he had car trouble my guess is he had just been notified he lost 10 for running late and decided not to complete the ride there were no other rides available for more than an hour we had to drive ourselves and pay for parking for the entire trip plus pay for the additional uber which we would not have needed if i knew we were driving ourselves uber just sent a canned responseapology unacceptable service,worst
04/12/2018,1,i was in the middle of my ride maybe not even the middle 14 of the way to my destination and realized i can should switch my destination to another closer location to edit your location you have to click the search icon and edit your destination cool however it wouldnt let me inside the part where the search icon is and on top of that was a location symbol basically means you cant change it the location you picked is where youre going i figured this cant be right and starting trying to get answers in why i cannot change it i was so furious but because i selected a cheaper ride like uber pool which makes total sense because its cheaper but uber wont allow you to change it if you selected uber pool ok i dont get it,worst
02/12/2018,1,their price is too high compared to lyft so i stopped using uber i had scheduled times to be picked up early for work and still was late because the app kept switching drivers and i scheduled the ride for the next morning so i had to actually get a uber a hour before i have to get to work to be there on time,worst
01/12/2018,1,headed to the airport uber asks me to confirm my phone number i do and they ask me to enter a 4 digit code that i never receive i contact customer support via the app there is no phone number and they ask for my phone number a screenshot of my phone number and my last few trips they contact me almost 2 hours after submitting these details to ask for these 3 details again i sent this info again and they reply with a similar message i type everything out and take new screenshots of everything and they once again ask me for my phone number i finally ask is there any way i can continue using your app or do i have to use a competitor going forward 20 hours passes no answer all i want to do is use the app all of my info is the same and has never changed,worst
01/12/2018,1,âhi i would like a credit for the inconvenience my colleagues and students had to go through as well as myself i scheduled and placed this order at 830pm for delivery between 10pm1030pm at 1100pm it was still pending so we got food for our kids from somewhere else at 1220am i just received a message that the order was accepted and is being delivered this is unacceptable as we had to spend 120 on room service due to the fact we could not reach the restaurant or uber eats and our students had to eat,worst
30/11/2018,4,but it is not lyft  lyft pays better and quicker  i am trying to change up my driving profile and they hassle you with constant emails,best
29/11/2018,1,after an hour of waiting for our food uber tracking online said it was delivered but no food contacted the restaurant they said not their problem but did give us the driver mobile number we rang the driver and she said that she couldnt find the address so she binned it submitted a complaint via uber forms and no response we will no longer use uber eats its a pity because the uber taxi is a good service but i may need to cancel my account in protest,worst
28/11/2018,1,i havent used uber in a couple of years i was recently asked by my employer to activate uber for business and link my personal account the last time i attempted to log in to the uber app it wouldnt accept my password i attempted to reset it but never received the verification texts they sent me so i could not i have since gotten new phone number and so i had no way to receive their verification texts i contacted customer service and they responded with a generic reply asking for the same information i sent them in the help form i replied giving them this information again and explaining that i could not get the verification texts so i could not reset my password they asked me to provide a screenshot of the phone number on my phone which i did and then they replied saying it didnt match their records of course it didnt match their records i already told them that ,worst
27/11/2018,1,my elderly mother took ill and was hospitalized i immediately booked a bus to head to the state she resides as i have moved away the driver came to my neighborhood i called to guide him to my home and he cancelled causing me to not be able to make my bus on time and unable to get a refund on my ticket i am out of 70 bus fare with uber basically offering no help or a solution i was unable to spend for another ticket which leaves my mother to go home without care upon her discharge the driver should be made to pay for my financial loss as people depend on their services i was given no assistance and told they were unable to do anything about my financial loss,worst
27/11/2018,1,i am a regular user of uber cabs from the moment it was introduced in hyderabad i never had major issues with the services and i am happy to be using their hassle free services except for the uber ride services i have been using uber ride pass since september 4 2018 and for the month of november this would be 3rd time of opting the uber ride pass services for the year 2018 since september 2018 the uber ride pass flat fare is made applied along with overage on 90 of my rides during september and october 2018 rides during one such ride the fare was calculated wrongly and extra amount was charged instead of the actual amount which was shown before confirming the ride ,worst
27/11/2018,1,sketchy minivan came to pick up my mom and me up in a dark isolated place where they never would have known there were people waiting for an uber a large good looking  man about 3540ish that had the likeness of an 80s rapper got out of the front seat sat in the back and motioned for us to get in the driver a pacific island or asian descent man about 4045ish or more who had the likeness of the guy from fantasy island looked nothing like the photo of the driver in the app and didnt respond to the mentioned name wrong car set up like a ride share in the maryland baltimore area driver not the driver in the photo in the app driver did not respond to his name or know my name what the heck uber,worst
25/11/2018,1,disgustingly poor customer service responses in the app seem to come from robots because i received the same response 5 times to my initial inquiry and follow up responses it seems like there are no humans that actually write back to you i tried to get help from their support account twitter handle but of course it was disgustingly unhelpful as well where i was told to just keep going back and forth with these robots responding in the app i guess im never going to get my issues resolved which means im losing money despicable way to treat customers,worst
22/11/2018,1,i would like for everyone to be safe for the holidays and also i wanted to share my horrible experience with uber atlanta uberlyft drivers united so i was headed home from work and i rake a uber from the train station and the uber driver got ready turn in the neighborhood and i told him this is the wrong neighborhood and uber driver tells me im following the gps and proceed to go in the neighborhood and pulls up to a house that was also not mine i then told him once again this is not where i live and moral of the story i end up having to walk home and i will no longer be riding with uber they are unsafe and drivers dont care about your safe i have continua to report my issue and they did nothing about us and thought a 5 dollar credit would solve the problem i am terrified and very scared to after my multiple horrible experiences,worst
22/11/2018,3,had a uber car pick my wife and self from 701 s olive ave florida from ride to airport which is 10 minutes away the fare posted was 755 the driver put in a false claim for spilled coffee in back seat absolutely false and attempt to claim damages from us car was clean when we entered and left wasting time having to communicate with uber,average
20/11/2018,1,uber keeps calling and sending ads to me to consider being a driver for them i am a 66 year old lawyer and still very much active as a full time attorney to my knowledge i only used them once 56 years ago to take my wife to a restaurant in nyc it was not memorable for any reason i would not dare step into one now after the rash of  allegedly committed by their drivers same for lyft,worst
20/11/2018,1,i have been using uber for years and use it often i have spent thousands of dollars on uber i am done uber does not screen their drivers anymore drivers are rude or dont speak english which is the primary language where i live which makes it hard to communicate if need be they do not check into the quality of the cars and i know this because i had a friend who has never used uber sign up to be a driver and was approved after i had been picked up by more than 1 car with no ac andor had some type of mechanical problem ,worst
18/11/2018,1,ive been through so much with this app and its only negative ive had so much patience trying to deal with this company but nothing gets resolved except uber taking my money i bought 75 in uber gift cards to get a 72 ride they didnt allow me to use the gift cards and asked me to add a card i followed instructions to do so i had an active card but it kept asking me to update my billing settings i know everything was correct for hours i waited in the cold trying to figure out how to get one ride,worst
16/11/2018,1,ive been an uber driver for over two years and despite my one star rating there are a lot of things i love about driving for uber and none of them have to do with the actual company the things i like for instance meeting new people and seeing new sites have to do with industry itself and the fact that most people are generally nice ,worst
16/11/2018,1,when i had to go to work it showed that the ride would be 824 so i agreed when i finally got in the uber after waiting for over 20 mins i seen on my screen that i am being charged 2041 so i am livid because i did not have 2041 to have someone drive me 15 mins the drive took back streets and did not follow the route i tried calling and emailing uber with no response i would like a credit for the amount that was originally appeared on my acct,worst
15/11/2018,1,like any business uber is all about the money and despite that fact they fail to invest in their technology my driver drove right past me while im waving my arms and kept going she continued to drive around for 15 minutes instead of going around the block as a result i missed my bus home for the holidays because she also drove lost and ignored the route that she was supposed to take and it kept rerouting her ubers response should have canceled when she drove past excuse me cancel and gets charge her driving and ubers gps i fought back and they said policies and things arent changing and i dont have to ride with them yeah you are right i dont thank you next,worst
15/11/2018,1,this is the worst company and untrustworthy i used them couple of times and until american express offer 15 dollars for uber ride monthly and uber did not credit me for the first ride and i take 3 rides in one day but none of them was credit the 1500 dollars until i order food and still didnt credit until i cancel my orders within minute that i order through marco pizza in norcross and when i cancel the order which is total of 33 dollars and some change thats when uber credited me after i cancel the order and i am still being charged for the food that i never had from uber eats that they claim marco pizza is already made my food and hows that possible after 1 min of ordering and have to cancel right away ,worst
15/11/2018,1,i booked a pickup on my train to alpharetta georgia and when i arrived the trip had been cancelled and i was charged a 600 cancellation fee i had a gift certificate but it was very confusing how to use it and my trip including the unexplainable 600 cancellation fee was charged to my paypal account there is no one to contact to straighten this out never again,worst
15/11/2018,1,17 days after my ride i was charged 15000 i got sick in the car because of the long ride and the way he drove i made sure nothing got on the car why did i get charged so much for cleanup i understand a 4050 charge but this is totally absurd now my total is 18000 do not use as they can charge your credit card later whatever they want to charge and whenever there is no standard or deactivate your account after the ride i saved no money using uber its very difficult to contact support,worst
14/11/2018,1,this was the first time that i was using the uber app i attempted to set up a pick up for a future date to go to the airport 5 over drivers showed up one of them charge me a cancellation fee one of them charge me for the trip to the airport that i never took once i realize that they were showing up i immediately texted the drivers and told them this was a mistake i wanted it for a future date they said no problem however they still showed up and they still charge me do not use uber they are crooks the only reason i gave him one stars they wont post this review unless you give them some type of rating so i gave them one star even though they deserve nothing,worst
14/11/2018,1,why ask me to select photos of cars to prove that i am not a bot if i can only ever be talking to one on ubers end i switched carriers and got a new phone with a new number which rendered me unable to sign into uber because i had no access to the previous phone number for verification codes i learned there is only one way to reach out to uber in such situation through one email link on their website i was not able to call them as they have made themselves unavailable to that for riders and i could not initiate a chat session with their support because i could not sign in at all whether the app or the website,worst
12/11/2018,1,we use one credit card for uber we do not use this credit card for any other transactions our credit card was hacked last night thanks uber for your outstanding anticredit card theft program not,worst
10/11/2018,1,requested uber to come to pick me up the driver never showed up but they charged me cancelation fee scumbags the driver never answered the phone they just sent me the bill for cancelation i didnt cancel it uber did but they charged me regardless avoid like plague,worst
10/11/2018,1,uber charged me an additional 42 for a ride to laguardia airport they would not correct my fare because they say i changed my destination from delta arrivals to laguardia airport idiotic and the fare shows my added charges as return tolls over the gw bridge,worst
10/11/2018,1,ive read many of the positive reviews and while i have had great drivers with uber ive also had very bad drivers it they are bad drivers and you think you can do something to get them removed from uber think again thats not going to happen probably the worst situation is lack of language skills with uber drivers around nyc here is a case in point im standing in pouring rain call an uber says it will be 5 minutes 10 minutes later i get a call from the uber driver in serious broken english which took me about 3 times of asking what are you saying ,worst
10/11/2018,1,earlier for pool pickups stop were either 2 mins walking or if driver happen to cross my location then it gives option to not to walk but now the pickups and drop offs are on different street its so far it says 10 to 12 mins walking i am seriously whats the point of taking cabs if we have to walk like taking any bus moreover uber has increased its charges and also not giving any promotion offers earlier i used to get 50 off but no  either no promotion or 30 off which actually brings back to earlier price thereby not helping in any way,worst
09/11/2018,1,this evening i placed an order with swiss chalet within seconds of submitting my order i realize my business address was selected instead of my home address i hit the cancel button and my order was canceled instantly this all happened within less than 10 seconds of confirming my order i went back into uber eats and tried to select a swiss chalet with my home address but the restaurant did not come up assuming my order was canceled i went on skipthedishes and was able to place an order from a different location that was closer to my house i then looked at my uber eats app and realized that they are not refunding my money for my order as they said the restaurant had already begun making the food ,worst
08/11/2018,1,my automobile dealership has started using uber to transport customers to  from the dealerships service fifty minutes ago steven my projected uber driver texted me he would arrive in 22 min in a honda accord  massachusetts and that i have only 2 minutes for the pickup fair enough i waited thirty minutes outside in the cold before my dealership called and told me that the driver had since changed his mind because i was inconveniently far away the contact ph  provided in the text was a not customer service line but one that demanded an account   country code though it wouldnt have mattered since the window of time to enter the data was too short to be effective i miss having ready service of a true taxi,worst
07/11/2018,1,after ordering an uber for a ride to the dealership to pick up my truck the uber confirmed receipt and was headed to me the app showed the uber waiting on me at the pick up but noone was there except for me all of a sudden the app showed that the driver cancelled the ride and i was charged 5 dollars i again ordered another uber and disputed the charge which they refunded the second uber ordered done the exact same thing but i was refused refund i will never again use uber and i have downloaded the lyft app for future use,worst
06/11/2018,1,its a bad company and the pay sucks uber clams that your in independent contractor but in reality your a total employee to them example uber controls your account the support line sucks they are a waste of my time i highly recommend everyone dont ever work for these thieves my account is on hold for over a week and half for yearly background check up i did nothing wrong these heads are pissing me off they dont pay anything to the unemployment which means no support for you when they hold you account uber is a nasty devil,worst
05/11/2018,1,we broke down in west columbia sc and had to get a hotel waiting for repairs my wife downloaded uber we have never used it prior to this a nice polite man picked us up promptly and we were very happy with the 1065 fare after renting a car and returning home i find all sorts of charges from calif including one for 645 and a 9999 tip of course there is no way to talk to anyone at uber and so far they have done nothing but promise to correct it we will never use them again and advise others to stay away,worst
04/11/2018,1,a little over two weeks ago i was a rider in an uber that go into a car accident when it hit a concrete divider in nyc myself and my friend were injured and required transportation to the hospital we both have several injuries that require medical follow up my friend suffered from a hairline fracture of her skull and spin i have several injuries ranging from concussion to neck injuries as well as knee injuries my doctor wants me to get follow up care asap but to date uber has not reached out to use to give us any information we have tried to contact them multiple times and get a robo response that they are taking this issue seriously but nobody has contacted us or given us insurance information this leaves us in a bind in that we cannot make dr apt without the nofault insurance information,worst
04/11/2018,1,i have been using uber for 2 years now seemed ok but recently i was charged for a ride i took months ago i remembered the amount  2004 so i opened the app and looked into trips ive taken and amounts billed i also checked my paypal account to verify and double check payments and wow i have random charges that do not coincide with rides i have one account of double billing and three separate charges for 1784 1884 and 2846 that have no rides associated with the dates one was on christmas day when i know i didnt use that service i contacted uber but have yet to hear anything i cannot find any phone numbers and the app is not very helpful,worst
04/11/2018,1,i had a promo on my account for at least a few months now 5 off all rides in toronto it applied to pool and uber x it would automatically renew no issues all of a sudden almost 2 weeks ago i noticed it was only on the uber x so i sent a message they told me it was only applicable to x this isnt a new promo code its the same that was always applicable to pool you cant just change rules you need to change the actual promo i know 2 people who still have it applicable to pool after going back and forth for almost a week now my messages go unanswered not even the generic message they send straight ignored and i know theyre waiting for the promo to expire which is either today or tomorrow its absolutely disgusting to have that kind of service ive been a rider for 3 years took uber every day its a 5 promo which other riders still have sickened at the way this has been dealt with,worst
02/11/2018,1,my experience with uber has been terrible there is no way to actually get in contact with customer service i lost my phone in the back of one of their cars the other day the only way to retrieve a lost item is to speak with your driver however my driver didnt speak a word of english so im unable to communicate with him despite repeated emails to customer service explaining this all im getting back are automatic reply email telling me to contact the driver bad service will not use again,worst
02/11/2018,1,yesterday i took 2 uber like i typically if not daily use on my uber ride home everything seemed normal i had a nice chat with my driver as he dropped me off from a 10 min ride hours after i see my paypal and credit card statements and realize uber has charged me 150 for a cleaning fee they are suggesting that i made a mess to my drivers car apparently the driver sent them a generic picture of a wet at and charge me 150 mind you this extra chargemodification was made some hours after my ride was completed,worst
01/11/2018,1,my driver stole my phone and uber did nothing about it i corresponded with their help desk for a week and i only received stock emails after they were unable to contact the driver they stop responding to me but they have continued to let him drive under the uber brand beware you may be his next passenger,worst
01/11/2018,1,i used uber last year and loved the service i again attempted to utilize uber last night halloween for my 16 yr old daughter guess what she ended up stranded miles from home due to your inept incompetence needless to say our uber days are over best to be avoidednot childfriendly we will be utilizing lyft from this point forward choose your merchants wisely,worst
01/11/2018,1,i used uber last year and loved the service  i again attempted to utilize uber last night halloween for my 16 yr old daughter  guess what  she ended up stranded miles from home due to your inept incompetence  needless to say our uber days are over  we will be utilizing lyft from this point forward  choose your merchants wisely,worst
31/10/2018,1,ive been using uber for years with no issue about 6 months ago i started receiving an error message saying something went wrong and could get past the ride search without this error i contacted customer service via their website form since you cant email or call anyone to explain your situation uber support could not figure out the issue after 3 weeks of back and forth with the support staff i had them delete my account and was told i could signup with the same email after 30 days ive since downloaded the app again and cannot sign up using my email or phone number as uber says it is already in use,worst
31/10/2018,1,the most cunning app i have found so far i took an uber lets on friday it cost me 3400 and then next day i requested for uber the app says i have pending transaction even though i had money on my account i requested for lyft i was able to reach my destination spoiler alert get your  straight uber call me ,worst
31/10/2018,1,riccardo honda civic license plate  in los angeles was to pick me up at lax waited only 5 minutes and he texted me to confirm where i was going he said he would be there in a minute he pulls up 20 ft from me and as i walk out from curb he just takes off i texted him saying where are you going he said i dont want to take you and then charged me a 5 cancellation fee despite hes the one that cancelled it at the last second riccardo youre a jerk your uber profile states you drive because need clients to support myself and loved ones such baloney ya loser,worst
30/10/2018,1,my initial issue with uber started back in august 2018 my first attempt at opening an account was on august 2nd after attending a concert with my friend keep in mind this was the first time i have ever opened or at least tried to open an uber account after i provided the necessary information i was given a big red error message saying that my account had been disabled how my account had been disabled even though i never opened an account is beyond me at any rate i figured id go to the website they provided to reactivate my account as im trying to do that the request wasnt going through after multiple attempts i gave up and i had my friend download it and we were able to get home ,worst
30/10/2018,1,i had been using uber since 2014 and had been happy with the services until the beginning of 2018 in the beginning of 2018 i would try to request a ride through the uber app but for some reason the request would get denied and there was no explanation at all on the app after months of trying this i reached out to uber a few times through my account and through their facebook page when they responded via their facebook page they stated that they will send an email to me to my email address when they sent their email to me it stated that my uber account was suspended but did not state the reason behind it nor did they state the time frame of the suspension i was never made aware of the suspension until this email was sent to me ,worst
30/10/2018,1,please be careful when using the uber app i have had to cancel the second debit card and am still waiting for uber to refund my account i found several fraudulent charges not only has this happened to me but it has happened to my daughter as well i will remove the uber app from my phone as it is apparent that their security measures are nil and that the customers are vulnerable to having their card numbers used for other rides since there is not a human being you can speak to and communication is only through emails this is extremely frustrating i have used other ride apps and uber is the only one i have had this issue with,worst
29/10/2018,1,after my husband and i spent 50 on a trip in july and got a receipt for said trip i pretty much forgot about it until a few days ago october 27th when paypal notified us about 50 coming out of our account from uber  we panicked thought there was some kind of theft going on and an hour later got an email from uber explaining that somehow even though we have a receipt we didnt pay them and 4 months later without warning they were taking 50 from us i remember this money leaving my account because it was a high cost ride but seriously at best im misremembering and only thinking of the official receipt i got from uber in which case they should write off their mistake or at worst they are double charging me,worst
